DATE,AWAY,,HOME
02/02/1933,MTL0,vs,NYA5
04/02/1933,Mar7,vs,MTL2
07/02/1933,TOR0,vs,MTL2
12/02/1933,MTL0,vs,CHI2
14/02/1933,DET2,vs,MTL6
16/02/1933,MTL6,vs,OTT0
18/02/1933,NYR3,vs,MTL1
21/02/1933,MTL0,vs,BOS10
23/02/1933,CHI0,vs,MTL2
25/02/1933,MTL2,vs,Mar2
28/02/1933,MTL2,vs,TOR1
02/03/1933,TOR3,vs,MTL4
04/03/1933,NYA0,vs,MTL2
07/03/1933,MTL1,vs,NYA2
09/03/1933,Mar1,vs,MTL3
12/03/1933,MTL1,vs,DET3
14/03/1933,MTL1,vs,Mar2
16/03/1933,NYR1,vs,MTL2
18/03/1933,BOS0,vs,MTL0
23/03/1933,MTL2,vs,NYR4
9/11/1933,DET1,vs,MTL2
11/11/1933,MTL0,vs,OTT2
14/11/1933,CHI1,vs,MTL3
18/11/1933,BOS2,vs,MTL1
21/11/1933,MTL5,vs,MAR0
23/11/1933,OTT0,vs,MTL1
25/11/1933,MTL1,vs,TOR0
26/11/1933,MTL2,vs,DET4
28/11/1933,Mar4,vs,MTL1
2/12/1933,NYA1,vs,MTL3
5/12/1933,MTL2,vs,BOS5
7/12/1933,MTL0,vs,NYR0
9/12/1933,NYR4,vs,MTL2
12/12/1933,MTL1,vs,OTT1
14/12/1933,TOR0,vs,MTL2
16/12/1933,MTL1,vs,TOR3
17/12/1933,MTL1,vs,CHI4
23/12/1933,DET0,vs,MTL3
28/12/1933,BOS4,vs,MTL3
30/12/1933,MTL2,vs,Mar2
02/01/1934,MTL2,vs,NYR3
04/01/1934,TOR1,vs,MTL4
07/01/1934,MTL0,vs,NYA4
09/01/1934,Mar2,vs,MTL3
13/01/1934,OTT0,vs,MTL0
16/01/1934,MTL0,vs,BOS4
20/01/1934,NYR4,vs,MTL5
23/01/1934,NYA2,vs,MTL6
25/01/1934,MTL1,vs,CHI2
28/01/1934,MTL3,vs,DET3
01/02/1934,CHI3,vs,MTL3
04/02/1934,MTL2,vs,NYA0
06/02/1934,MTL0,vs,NYR3
08/02/1934,Mar3,vs,MTL2
10/02/1934,MTL2,vs,TOR4
11/02/1934,MTL1,vs,CHI4
15/02/1934,NYR2,vs,MTL5
20/02/1934,TOR2,vs,MTL3
22/02/1934,MTL0,vs,Mar1
24/02/1934,CHI2,vs,MTL3
27/02/1934,MTL3,vs,OTT1
01/03/1934,MTL1,vs,BOS3
03/03/1934,BOS1,vs,MTL2
06/03/1934,NYA0,vs,MTL3
08/03/1934,MTL3,vs,NYA2
10/03/1934,OTT2,vs,MTL3
15/03/1934,DET4,vs,MTL1
18/03/1934,MTL2,vs,DET1
10/11/1934,MTL1,vs,TOR2
17/11/1934,DET3,vs,MTL0
22/11/1934,NYA4,vs,MTL3
24/11/1934,MTL1,vs,Mar3
27/11/1934,MTL3,vs,NYR2
1/12/1934,BOS2,vs,MTL0
4/12/1934,NYR3,vs,MTL5
8/12/1934,MTL0,vs,BOS4
9/12/1934,MTL2,vs,NYA2
11/12/1934,Mar1,vs,MTL4
15/12/1934,STL1,vs,MTL1
18/12/1934,CHI1,vs,MTL1
22/12/1934,MTL2,vs,STL1
23/12/1934,MTL4,vs,CHI1
25/12/1934,TOR6,vs,MTL2
29/12/1934,NYA3,vs,MTL1
01/01/1935,MTL3,vs,NYA5
03/01/1935,BOS2,vs,MTL1
05/01/1935,MTL1,vs,TOR3
06/01/1935,MTL2,vs,DET6
12/01/1935,Mar2,vs,MTL3
17/01/1935,TOR3,vs,MTL4
19/01/1935,MTL4,vs,BOS1
20/01/1935,MTL1,vs,NYR7
22/01/1935,NYR7,vs,MTL0
24/01/1935,MTL2,vs,Mar1
26/01/1935,BOS2,vs,MTL3
31/01/1935,MTL4,vs,DET4
02/02/1935,MTL1,vs,STL1
05/02/1935,MTL1,vs,CHI4
07/02/1935,DET1,vs,MTL4
09/02/1935,STL2,vs,MTL4
14/02/1935,MAR0,vs,MTL2
17/02/1935,MTL3,vs,NYA1
19/02/1935,MTL1,vs,BOS3
21/02/1935,CHI3,vs,MTL1
23/02/1935,NYA2,vs,MTL4
28/02/1935,STL2,vs,MTL4
02/03/1935,MTL3,vs,STL2
03/03/1935,MTL0,vs,CHI3
05/03/1935,TOR10,vs,MTL3
07/03/1935,MTL2,vs,Mar2
09/03/1935,DET5,vs,MTL3
12/03/1935,MTL4,vs,NYR3
14/03/1935,NYR4,vs,MTL5
16/03/1935,MTL3,vs,TOR5
17/03/1935,MTL2,vs,DET6
19/03/1935,CHI4,vs,MTL2
12/11/1935,NYR2,vs,MTL1
17/11/1935,MTL6,vs,NYA0
19/11/1935,TOR7,vs,MTL2
21/11/1935,MTL2,vs,Mar1
23/11/1935,NYA1,vs,MTL2
28/11/1935,MTL0,vs,DET0
30/11/1935,MTL3,vs,TOR8
1/12/1935,MTL0,vs,CHI1
3/12/1935,Mar3,vs,MTL2
7/12/1935,DET3,vs,MTL2
12/12/1935,BOS1,vs,MTL1
15/12/1935,MTL1,vs,BOS2
17/12/1935,MTL1,vs,NYR1
19/12/1935,CHI2,vs,MTL2
21/12/1935,Mar2,vs,MTL1
26/12/1935,TOR2,vs,MTL0
29/12/1935,MTL1,vs,NYA5
01/01/1936,MTL2,vs,BOS0
04/01/1936,BOS1,vs,MTL1
05/01/1936,MTL2,vs,DET5
09/01/1936,Mar1,vs,MTL1
11/01/1936,MTL7,vs,TOR3
12/01/1936,MTL2,vs,CHI1
14/01/1936,MTL1,vs,NYA0
16/01/1936,NYA8,vs,MTL3
18/01/1936,NYR1,vs,MTL3
23/01/1936,CHI1,vs,MTL1
25/01/1936,MTL1,vs,Mar4
28/01/1936,MTL2,vs,NYR3
30/01/1936,TOR0,vs,MTL3
01/02/1936,DET3,vs,MTL1
06/02/1936,BOS4,vs,MTL3
08/02/1936,MTL2,vs,Mar7
11/02/1936,NYR1,vs,MTL1
16/02/1936,MTL1,vs,NYR1
18/02/1936,CHI3,vs,MTL3
20/02/1936,MTL1,vs,TOR2
22/02/1936,NYA0,vs,MTL1
29/02/1936,Mar4,vs,MTL2
01/03/1936,MTL1,vs,DET3
03/03/1936,NYA1,vs,MTL3
07/03/1936,MTL1,vs,TOR8
08/03/1936,MTL0,vs,CHI2
12/03/1936,TOR6,vs,MTL3
14/03/1936,DET1,vs,MTL1
15/03/1936,MTL1,vs,Mar3
17/03/1936,MTL0,vs,BOS1
19/03/1936,MTL1,vs,NYA4
7/11/1936,BOS0,vs,MTL2
12/11/1936,Mar1,vs,MTL2
15/11/1936,MTL1,vs,BOS2
17/11/1936,MTL2,vs,NYA5
19/11/1936,NYA2,vs,MTL3
21/11/1936,NYR1,vs,MTL3
24/11/1936,MTL2,vs,Mar2
26/11/1936,TOR4,vs,MTL2
28/11/1936,MTL2,vs,TOR4
29/11/1936,MTL2,vs,CHI1
5/12/1936,BOS3,vs,MTL4
10/12/1936,MTL1,vs,DET2
12/12/1936,MTL2,vs,Mar2
15/12/1936,DET3,vs,MTL4
19/12/1936,NYR2,vs,MTL4
20/12/1936,MTL3,vs,NYR5
22/12/1936,CHI1,vs,MTL4
27/12/1936,MTL5,vs,DET2
29/12/1936,MTL1,vs,CHI5
02/01/1937,NYA1,vs,MTL5
03/01/1937,MTL4,vs,NYA2
05/01/1937,MTL2,vs,Mar4
07/01/1937,TOR1,vs,MTL4
09/01/1937,MTL1,vs,TOR2
12/01/1937,DET1,vs,MTL4
16/01/1937,MAR0,vs,MTL5
19/01/1937,MTL1,vs,NYR1
24/01/1937,MTL4,vs,CHI1
26/01/1937,MTL3,vs,TOR1
28/01/1937,CHI5,vs,MTL6
30/01/1937,NYA4,vs,MTL0
31/01/1937,MTL3,vs,NYA2
02/02/1937,MTL1,vs,BOS0
04/02/1937,BOS6,vs,MTL2
11/02/1937,DET2,vs,MTL3
13/02/1937,Mar5,vs,MTL1
16/02/1937,MTL2,vs,NYA1
21/02/1937,MTL2,vs,BOS2
25/02/1937,TOR3,vs,MTL1
27/02/1937,NYA2,vs,MTL3
28/02/1937,MTL0,vs,DET0
04/03/1937,CHI5,vs,MTL3
06/03/1937,MTL1,vs,TOR3
09/03/1937,Mar4,vs,MTL1
13/03/1937,NYR0,vs,MTL1
16/03/1937,MTL1,vs,Mar1
18/03/1937,TOR2,vs,MTL1
21/03/1937,MTL1,vs,NYR3
9/11/1937,CHI2,vs,MTL2
11/11/1937,MTL0,vs,Mar3
13/11/1937,DET2,vs,MTL5
14/11/1937,MTL1,vs,DET2
18/11/1937,TOR6,vs,MTL6
23/11/1937,MTL1,vs,BOS1
27/11/1937,NYR1,vs,MTL2
2/12/1937,BOS0,vs,MTL2
4/12/1937,MTL3,vs,TOR3
5/12/1937,MTL3,vs,CHI2
7/12/1937,Mar1,vs,MTL5
11/12/1937,NYA3,vs,MTL4
12/12/1937,MTL4,vs,NYA4
14/12/1937,MTL2,vs,Mar3
16/12/1937,TOR4,vs,MTL2
19/12/1937,MTL2,vs,NYR2
25/12/1937,MAR0,vs,MTL2
01/01/1938,MTL4,vs,TOR6
02/01/1938,MTL4,vs,CHI2
04/01/1938,DET3,vs,MTL0
08/01/1938,BOS2,vs,MTL6
11/01/1938,MTL7,vs,Mar11
13/01/1938,CHI2,vs,MTL2
16/01/1938,MTL0,vs,BOS1
18/01/1938,MTL1,vs,NYR3
20/01/1938,Mar4,vs,MTL2
22/01/1938,NYA0,vs,MTL4
27/01/1938,NYR2,vs,MTL4
30/01/1938,MTL4,vs,NYA2
01/02/1938,TOR1,vs,MTL6
03/02/1938,MTL0,vs,TOR3
05/02/1938,NYA3,vs,MTL3
06/02/1938,MTL0,vs,DET8
10/02/1938,CHI1,vs,MTL2
13/02/1938,MTL0,vs,BOS1
15/02/1938,MTL0,vs,NYA4
19/02/1938,Mar3,vs,MTL4
22/02/1938,MTL2,vs,NYR1
24/02/1938,BOS1,vs,MTL1
27/02/1938,MTL1,vs,DET1
01/03/1938,MTL2,vs,NYA4
03/03/1938,NYA1,vs,MTL1
06/03/1938,TOR6,vs,MTL3
10/03/1938,MTL1,vs,CHI4
12/03/1938,MTL3,vs,TOR3
15/03/1938,DET2,vs,MTL3
17/03/1938,MTL6,vs,Mar3
19/03/1938,NYR1,vs,MTL1
6/11/1938,CHI3,vs,MTL2
10/11/1938,TOR2,vs,MTL0
12/11/1938,MTL1,vs,TOR4
13/11/1938,MTL3,vs,CHI4
17/11/1938,DET7,vs,MTL1
20/11/1938,MTL1,vs,NYR2
22/11/1938,MTL3,vs,NYA7
24/11/1938,NYA2,vs,MTL2
27/11/1938,MTL3,vs,DET2
1/12/1938,BOS0,vs,MTL2
3/12/1938,MTL3,vs,TOR1
8/12/1938,NYR6,vs,MTL5
11/12/1938,DET2,vs,MTL4
13/12/1938,MTL2,vs,BOS3
15/12/1938,BOS1,vs,MTL0
18/12/1938,MTL2,vs,NYA5
22/12/1938,NYR5,vs,MTL2
25/12/1938,MTL1,vs,DET4
27/12/1938,CHI4,vs,MTL1
01/01/1939,MTL4,vs,CHI3
03/01/1939,MTL2,vs,TOR2
05/01/1939,NYR2,vs,MTL2
08/01/1939,DET1,vs,MTL1
10/01/1939,MTL0,vs,DET3
12/01/1939,TOR9,vs,MTL4
14/01/1939,NYA1,vs,MTL1
15/01/1939,MTL1,vs,NYA1
19/01/1939,BOS0,vs,MTL1
22/01/1939,MTL3,vs,NYR7
24/01/1939,MTL4,vs,BOS6
29/01/1939,MTL1,vs,CHI0
02/02/1939,CHI4,vs,MTL2
09/02/1939,NYA2,vs,MTL5
11/02/1939,MTL3,vs,TOR3
12/02/1939,TOR4,vs,MTL3
16/02/1939,BOS5,vs,MTL1
18/02/1939,NYA2,vs,MTL7
19/02/1939,MTL5,vs,NYA4
25/02/1939,NYR1,vs,MTL1
26/02/1939,MTL3,vs,NYR0
28/02/1939,MTL2,vs,BOS6
02/03/1939,TOR1,vs,MTL3
05/03/1939,MTL2,vs,CHI1
07/03/1939,MTL2,vs,NYR2
09/03/1939,DET2,vs,MTL3
12/03/1939,MTL1,vs,DET2
16/03/1939,CHI1,vs,MTL5
19/03/1939,MTL5,vs,BOS7
5/11/1939,CHI2,vs,MTL8
9/11/1939,NYA0,vs,MTL2
16/11/1939,BOS3,vs,MTL3
19/11/1939,MTL2,vs,NYR1
21/11/1939,MTL2,vs,BOS1
23/11/1939,NYR1,vs,MTL1
25/11/1939,DET6,vs,MTL4
30/11/1939,MTL2,vs,NYA5
3/12/1939,MTL3,vs,DET0
7/12/1939,TOR1,vs,MTL4
9/12/1939,MTL0,vs,TOR3
10/12/1939,MTL2,vs,CHI3
14/12/1939,NYA3,vs,MTL5
16/12/1939,NYR4,vs,MTL2
19/12/1939,MTL2,vs,NYR5
21/12/1939,BOS3,vs,MTL2
25/12/1939,MTL1,vs,DET3
28/12/1939,TOR6,vs,MTL4
31/12/1939,MTL1,vs,BOS6
01/01/1940,MTL0,vs,NYA1
04/01/1940,DET3,vs,MTL2
06/01/1940,MTL1,vs,TOR3
07/01/1940,MTL2,vs,CHI1
09/01/1940,CHI2,vs,MTL0
14/01/1940,MTL2,vs,BOS4
16/01/1940,BOS6,vs,MTL1
18/01/1940,NYR1,vs,MTL0
25/01/1940,NYA2,vs,MTL2
27/01/1940,MTL1,vs,TOR3
28/01/1940,MTL1,vs,CHI8
30/01/1940,MTL1,vs,NYA4
04/02/1940,MTL0,vs,NYR9
08/02/1940,DET2,vs,MTL1
11/02/1940,MTL3,vs,DET2
15/02/1940,CHI1,vs,MTL1
17/02/1940,MTL1,vs,TOR3
18/02/1940,TOR2,vs,MTL1
22/02/1940,MTL1,vs,CHI10
24/02/1940,NYR2,vs,MTL0
25/02/1940,MTL2,vs,NYR6
29/02/1940,BOS4,vs,MTL2
02/03/1940,NYA3,vs,MTL3
03/03/1940,MTL0,vs,NYA3
07/03/1940,CHI6,vs,MTL1
09/03/1940,DET0,vs,MTL3
10/03/1940,MTL2,vs,DET5
14/03/1940,TOR8,vs,MTL4
17/03/1940,MTL2,vs,BOS7
3/11/1940,BOS1,vs,MTL1
10/11/1940,CHI3,vs,MTL1
14/11/1940,TOR6,vs,MTL2
16/11/1940,MTL2,vs,TOR4
17/11/1940,MTL4,vs,CHI4
21/11/1940,MTL1,vs,DET2
23/11/1940,NYA1,vs,MTL3
24/11/1940,MTL1,vs,NYA2
26/11/1940,MTL3,vs,BOS2
30/11/1940,MTL1,vs,NYR6
5/12/1940,NYR3,vs,MTL2
7/12/1940,DET2,vs,MTL3
12/12/1940,MTL3,vs,TOR4
15/12/1940,MTL2,vs,DET1
19/12/1940,MTL0,vs,CHI2
21/12/1940,BOS1,vs,MTL3
26/12/1940,CHI5,vs,MTL7
28/12/1940,NYA0,vs,MTL3
31/12/1940,MTL2,vs,NYA4
01/01/1941,MTL2,vs,NYR1
04/01/1941,NYR3,vs,MTL3
05/01/1941,MTL0,vs,DET3
07/01/1941,TOR4,vs,MTL3
09/01/1941,MTL1,vs,CHI3
11/01/1941,BOS2,vs,MTL1
12/01/1941,MTL5,vs,BOS7
16/01/1941,CHI1,vs,MTL5
18/01/1941,DET1,vs,MTL2
23/01/1941,TOR3,vs,MTL2
25/01/1941,MTL2,vs,TOR2
02/02/1941,MTL1,vs,NYR2
04/02/1941,MTL3,vs,BOS5
06/02/1941,DET4,vs,MTL4
08/02/1941,NYA3,vs,MTL3
09/02/1941,MTL3,vs,NYA6
11/02/1941,NYR2,vs,MTL6
13/02/1941,MTL6,vs,CHI5
15/02/1941,BOS5,vs,MTL0
16/02/1941,MTL1,vs,DET2
20/02/1941,MTL1,vs,TOR2
22/02/1941,CHI3,vs,MTL7
27/02/1941,MTL2,vs,NYR5
01/03/1941,NYR3,vs,MTL1
02/03/1941,MTL3,vs,NYA2
06/03/1941,TOR3,vs,MTL4
08/03/1941,DET4,vs,MTL0
09/03/1941,MTL0,vs,BOS8
15/03/1941,NYA0,vs,MTL6
1/11/1941,DET3,vs,MTL2
8/11/1941,CHI2,vs,MTL2
13/11/1941,MTL2,vs,TOR4
15/11/1941,BRK4,vs,MTL2
16/11/1941,MTL2,vs,BRK3
22/11/1941,NYR7,vs,MTL2
23/11/1941,MTL6,vs,NYR4
29/11/1941,BOS3,vs,MTL1
30/11/1941,MTL2,vs,BOS3
4/12/1941,MTL2,vs,CHI9
6/12/1941,MTL1,vs,TOR3
7/12/1941,MTL2,vs,DET3
11/12/1941,TOR1,vs,MTL2
13/12/1941,BRK2,vs,MTL3
14/12/1941,MTL4,vs,BRK2
16/12/1941,MTL0,vs,BOS4
20/12/1941,BOS4,vs,MTL2
21/12/1941,MTL3,vs,NYR4
27/12/1941,NYR4,vs,MTL2
30/12/1941,CHI3,vs,MTL5
03/01/1942,DET1,vs,MTL4
04/01/1942,MTL0,vs,DET10
08/01/1942,MTL1,vs,CHI5
10/01/1942,BRK2,vs,MTL0
11/01/1942,MTL2,vs,BRK0
15/01/1942,TOR3,vs,MTL2
17/01/1942,NYR2,vs,MTL6
18/01/1942,MTL4,vs,NYR5
24/01/1942,BOS2,vs,MTL2
25/01/1942,MTL3,vs,BOS7
29/01/1942,MTL3,vs,TOR7
01/02/1942,MTL3,vs,CHI2
05/02/1942,CHI4,vs,MTL3
07/02/1942,DET1,vs,MTL3
10/02/1942,MTL1,vs,BOS8
12/02/1942,TOR6,vs,MTL4
14/02/1942,NYR3,vs,MTL5
15/02/1942,MTL0,vs,DET5
17/02/1942,MTL2,vs,NYR1
21/02/1942,CHI3,vs,MTL5
26/02/1942,MTL4,vs,CHI5
28/02/1942,BRK3,vs,MTL8
01/03/1942,MTL1,vs,BRK1
05/03/1942,MTL5,vs,TOR2
07/03/1942,BOS3,vs,MTL4
14/03/1942,DET3,vs,MTL4
15/03/1942,MTL1,vs,DET4
19/03/1942,TOR3,vs,MTL7
31/10/1942,BOS2,vs,MTL3
7/11/1942,MTL3,vs,NYR4
8/11/1942,NYR4,vs,MTL10
12/11/1942,CHI2,vs,MTL5
14/11/1942,DET5,vs,MTL2
15/11/1942,MTL1,vs,DET3
17/11/1942,MTL1,vs,BOS4
21/11/1942,MTL0,vs,TOR8
22/11/1942,MTL3,vs,CHI3
24/11/1942,DET4,vs,MTL4
28/11/1942,BOS6,vs,MTL2
29/11/1942,MTL3,vs,DET7
3/12/1942,TOR2,vs,MTL4
5/12/1942,MTL1,vs,TOR9
6/12/1942,MTL2,vs,CHI5
12/12/1942,MTL2,vs,BOS3
13/12/1942,MTL7,vs,NYR3
17/12/1942,TOR8,vs,MTL1
19/12/1942,NYR1,vs,MTL1
20/12/1942,MTL3,vs,DET4
25/12/1942,CHI2,vs,MTL2
27/12/1942,BOS2,vs,MTL4
02/01/1943,MTL3,vs,TOR6
03/01/1943,TOR4,vs,MTL4
09/01/1943,BOS2,vs,MTL7
10/01/1943,MTL7,vs,NYR4
14/01/1943,CHI1,vs,MTL5
16/01/1943,MTL4,vs,TOR8
17/01/1943,TOR0,vs,MTL2
19/01/1943,MTL2,vs,BOS5
21/01/1943,MTL4,vs,CHI4
23/01/1943,NYR5,vs,MTL5
30/01/1943,DET3,vs,MTL3
31/01/1943,MTL4,vs,DET3
06/02/1943,BOS3,vs,MTL8
07/02/1943,MTL1,vs,BOS7
11/02/1943,CHI3,vs,MTL5
13/02/1943,DET2,vs,MTL5
14/02/1943,MTL1,vs,DET2
18/02/1943,MTL5,vs,CHI4
20/02/1943,NYR1,vs,MTL6
21/02/1943,MTL1,vs,NYR6
25/02/1943,DET2,vs,MTL4
28/02/1943,TOR4,vs,MTL2
04/03/1943,MTL7,vs,NYR2
06/03/1943,MTL2,vs,TOR2
11/03/1943,MTL4,vs,CHI4
13/03/1943,CHI6,vs,MTL6
14/03/1943,MTL4,vs,BOS4
18/03/1943,NYR3,vs,MTL6
30/10/1943,BOS2,vs,MTL2
2/11/1943,NYR1,vs,MTL2
4/11/1943,MTL5,vs,CHI3
7/11/1943,CHI1,vs,MTL5
13/11/1943,DET1,vs,MTL4
14/11/1943,MTL2,vs,DET0
16/11/1943,MTL2,vs,BOS2
18/11/1943,TOR2,vs,MTL5
20/11/1943,MTL7,vs,TOR2
21/11/1943,BOS4,vs,MTL13
27/11/1943,NYR3,vs,MTL6
28/11/1943,MTL2,vs,NYR2
2/12/1943,CHI2,vs,MTL6
4/12/1943,DET2,vs,MTL8
5/12/1943,MTL4,vs,BOS5
11/12/1943,MTL2,vs,TOR4
12/12/1943,MTL5,vs,DET1
19/12/1943,BOS1,vs,MTL3
25/12/1943,CHI1,vs,MTL5
30/12/1943,DET3,vs,MTL8
01/01/1944,MTL4,vs,CHI0
02/01/1944,MTL5,vs,DET2
04/01/1944,TOR3,vs,MTL6
08/01/1944,NYR2,vs,MTL8
09/01/1944,MTL6,vs,NYR5
11/01/1944,MTL0,vs,TOR5
13/01/1944,DET2,vs,MTL2
16/01/1944,MTL1,vs,CHI1
22/01/1944,BOS2,vs,MTL6
23/01/1944,MTL4,vs,BOS1
27/01/1944,TOR2,vs,MTL2
30/01/1944,MTL5,vs,NYR3
05/02/1944,CHI1,vs,MTL6
08/02/1944,MTL0,vs,BOS3
12/02/1944,MTL3,vs,TOR2
13/02/1944,MTL2,vs,CHI2
17/02/1944,MTL3,vs,DET2
19/02/1944,NYR2,vs,MTL5
20/02/1944,MTL7,vs,NYR2
24/02/1944,TOR1,vs,MTL3
26/02/1944,BOS2,vs,MTL10
27/02/1944,MTL5,vs,DET1
04/03/1944,MTL5,vs,TOR2
05/03/1944,TOR3,vs,MTL8
09/03/1944,MTL3,vs,CHI2
11/03/1944,DET3,vs,MTL4
12/03/1944,MTL5,vs,BOS6
16/03/1944,CHI2,vs,MTL3
18/03/1944,NYR2,vs,MTL11
19/03/1944,MTL6,vs,NYR1
28/10/1944,BOS2,vs,MTL3
2/11/1944,TOR4,vs,MTL1
4/11/1944,DET2,vs,MTL3
5/11/1944,MTL3,vs,DET2
9/11/1944,CHI2,vs,MTL9
11/11/1944,MTL1,vs,TOR3
12/11/1944,MTL4,vs,CHI2
18/11/1944,BOS3,vs,MTL6
19/11/1944,MTL6,vs,NYR2
21/11/1944,MTL4,vs,BOS1
23/11/1944,MTL3,vs,DET3
25/11/1944,MTL0,vs,TOR2
26/11/1944,TOR1,vs,MTL4
30/11/1944,NYR7,vs,MTL5
3/12/1944,MTL2,vs,CHI1
5/12/1944,MTL4,vs,BOS1
14/12/1944,TOR2,vs,MTL2
16/12/1944,BOS5,vs,MTL8
17/12/1944,MTL4,vs,NYR1
23/12/1944,CHI1,vs,MTL2
28/12/1944,DET1,vs,MTL9
30/12/1944,NYR1,vs,MTL4
02/01/1945,MTL6,vs,BOS3
04/01/1945,MTL2,vs,TOR4
06/01/1945,CHI1,vs,MTL10
11/01/1945,TOR4,vs,MTL7
13/01/1945,DET3,vs,MTL8
14/01/1945,MTL6,vs,NYR2
17/01/1945,MTL4,vs,CHI2
20/01/1945,NYR2,vs,MTL5
21/01/1945,MTL6,vs,DET3
27/01/1945,BOS3,vs,MTL11
28/01/1945,MTL4,vs,BOS1
01/02/1945,CHI1,vs,MTL1
03/02/1945,DET2,vs,MTL5
04/02/1945,MTL3,vs,DET1
08/02/1945,NYR4,vs,MTL9
10/02/1945,DET2,vs,MTL5
11/02/1945,MTL4,vs,NYR3
17/02/1945,MTL4,vs,TOR3
18/02/1945,MTL0,vs,CHI0
25/02/1945,TOR2,vs,MTL5
03/03/1945,MTL2,vs,TOR3
04/03/1945,MTL4,vs,CHI6
08/03/1945,BOS2,vs,MTL3
10/03/1945,NYR3,vs,MTL7
11/03/1945,MTL11,vs,NYR5
15/03/1945,MTL1,vs,DET2
17/03/1945,CHI3,vs,MTL4
18/03/1945,MTL4,vs,BOS2
27/10/1945,CHI4,vs,MTL8
1/11/1945,TOR2,vs,MTL4
3/11/1945,DET1,vs,MTL3
4/11/1945,MTL5,vs,BOS6
10/11/1945,BOS3,vs,MTL5
11/11/1945,MTL1,vs,DET4
14/11/1945,MTL6,vs,TOR1
15/11/1945,NYR0,vs,MTL2
17/11/1945,MTL7,vs,NYR3
21/11/1945,MTL0,vs,BOS3
24/11/1945,DET1,vs,MTL2
25/11/1945,MTL1,vs,CHI5
1/12/1945,NYR3,vs,MTL4
8/12/1945,MTL1,vs,TOR0
9/12/1945,MTL1,vs,DET2
13/12/1945,TOR4,vs,MTL3
15/12/1945,BOS3,vs,MTL3
16/12/1945,MTL4,vs,NYR2
19/12/1945,MTL4,vs,CHI4
23/12/1945,MTL4,vs,BOS1
26/12/1945,MTL4,vs,TOR2
29/12/1945,CHI5,vs,MTL4
31/12/1945,MTL0,vs,NYR0
05/01/1946,BOS2,vs,MTL4
10/01/1946,TOR5,vs,MTL4
12/01/1946,NYR3,vs,MTL9
13/01/1946,MTL1,vs,DET3
16/01/1946,CHI2,vs,MTL1
19/01/1946,BOS1,vs,MTL3
20/01/1946,MTL0,vs,BOS3
23/01/1946,MTL2,vs,CHI7
26/01/1946,NYR3,vs,MTL5
02/02/1946,DET1,vs,MTL5
03/02/1946,MTL0,vs,DET2
09/02/1946,CHI2,vs,MTL6
10/02/1946,MTL2,vs,BOS0
13/02/1946,MTL5,vs,CHI1
16/02/1946,MTL4,vs,TOR2
17/02/1946,MTL5,vs,NYR4
20/02/1946,DET2,vs,MTL1
24/02/1946,TOR2,vs,MTL6
27/02/1946,BOS5,vs,MTL3
02/03/1946,DET3,vs,MTL3
03/03/1946,MTL2,vs,DET4
06/03/1946,NYR3,vs,MTL7
09/03/1946,MTL2,vs,TOR1
10/03/1946,MTL3,vs,CHI1
14/03/1946,TOR2,vs,MTL2
16/03/1946,CHI3,vs,MTL6
17/03/1946,MTL5,vs,NYR8
17/10/1946,NYR0,vs,MTL3
19/10/1946,BOS1,vs,MTL1
23/10/1946,NYR4,vs,MTL1
26/10/1946,DET2,vs,MTL7
27/10/1946,MTL1,vs,DET2
1/11/1946,TOR1,vs,MTL1
7/11/1946,CHI3,vs,MTL4
9/11/1946,BOS2,vs,MTL5
10/11/1946,MTL3,vs,DET6
13/11/1946,MTL4,vs,NYR4
14/11/1946,DET3,vs,MTL4
16/11/1946,MTL0,vs,TOR3
17/11/1946,MTL4,vs,BOS1
23/11/1946,NYR3,vs,MTL2
24/11/1946,MTL4,vs,BOS2
27/11/1946,MTL6,vs,DET1
30/11/1946,DET1,vs,MTL4
3/12/1946,CHI1,vs,MTL4
4/12/1946,MTL1,vs,NYR2
8/12/1946,MTL5,vs,CHI3
11/12/1946,MTL3,vs,TOR2
15/12/1946,MTL5,vs,NYR3
21/12/1946,BOS1,vs,MTL5
22/12/1946,MTL4,vs,DET2
25/12/1946,MTL0,vs,NYR2
26/12/1946,TOR1,vs,MTL4
28/12/1946,CHI2,vs,MTL8
01/01/1947,MTL5,vs,CHI2
04/01/1947,BOS1,vs,MTL4
08/01/1947,DET4,vs,MTL2
11/01/1947,CHI2,vs,MTL1
12/01/1947,MTL1,vs,CHI3
15/01/1947,MTL1,vs,TOR2
16/01/1947,TOR1,vs,MTL1
18/01/1947,NYR2,vs,MTL6
19/01/1947,MTL2,vs,DET2
22/01/1947,MTL4,vs,BOS3
25/01/1947,BOS1,vs,MTL4
28/01/1947,MTL4,vs,CHI2
30/01/1947,TOR0,vs,MTL2
01/02/1947,NYR1,vs,MTL2
02/02/1947,MTL1,vs,NYR7
05/02/1947,MTL3,vs,BOS2
06/02/1947,TOR2,vs,MTL8
08/02/1947,DET3,vs,MTL4
12/02/1947,MTL1,vs,CHI1
15/02/1947,MTL4,vs,TOR4
16/02/1947,MTL2,vs,BOS2
22/02/1947,MTL3,vs,DET7
23/02/1947,TOR2,vs,MTL2
26/02/1947,MTL1,vs,TOR0
27/02/1947,CHI5,vs,MTL6
01/03/1947,BOS2,vs,MTL1
