DATE,AWAY,,HOME
9/12/1967,CHI2,vs,MTL2
10/12/1967,MTL2,vs,NYR3
13/12/1967,MTL6,vs,BOS2
16/12/1967,DET3,vs,MTL4
17/12/1967,MTL6,vs,DET8
20/12/1967,TOR0,vs,MTL5
23/12/1967,OAK2,vs,MTL4
25/12/1967,MTL1,vs,CHI3
27/12/1967,MTL2,vs,TOR2
28/12/1967,MIN2,vs,MTL6
30/12/1967,OAK0,vs,MTL2
03/01/1968,TOR1,vs,MTL1
06/01/1968,NYR2,vs,MTL5
07/01/1968,MTL4,vs,DET3
10/01/1968,MTL4,vs,PIT3
11/01/1968,MTL4,vs,PHI2
13/01/1968,BOS1,vs,MTL5
17/01/1968,DET1,vs,MTL6
20/01/1968,CHI1,vs,MTL3
25/01/1968,MTL2,vs,BOS0
27/01/1968,BOS2,vs,MTL5
30/01/1968,TOR0,vs,MTL3
01/02/1968,NYR2,vs,MTL5
03/02/1968,LA1,vs,MTL5
04/02/1968,MTL0,vs,NYR3
07/02/1968,PHI1,vs,MTL4
10/02/1968,CHI4,vs,MTL6
11/02/1968,MTL6,vs,CHI0
14/02/1968,MTL4,vs,TOR2
15/02/1968,MTL2,vs,DET0
17/02/1968,PIT3,vs,MTL4
21/02/1968,MTL7,vs,NYR2
22/02/1968,STL1,vs,MTL2
24/02/1968,NYR6,vs,MTL1
28/02/1968,MTL3,vs,STL3
02/03/1968,MTL2,vs,MIN3
03/03/1968,MTL2,vs,DET5
05/03/1968,MTL6,vs,LA2
06/03/1968,MTL2,vs,OAK0
09/03/1968,CHI0,vs,MTL5
14/03/1968,NYR1,vs,MTL3
16/03/1968,PIT4,vs,MTL6
17/03/1968,MTL1,vs,BOS3
20/03/1968,TOR2,vs,MTL3
23/03/1968,DET4,vs,MTL7
24/03/1968,MTL7,vs,CHI2
27/03/1968,MTL0,vs,TOR6
30/03/1968,BOS2,vs,MTL1
31/03/1968,MTL2,vs,NYR4
12/10/1968,MTL1,vs,PIT1
16/10/1968,MTL4,vs,STL2
17/10/1968,MTL3,vs,MIN1
20/10/1968,MTL4,vs,DET2
23/10/1968,MTL5,vs,LA2
25/10/1968,MTL4,vs,OAK2
27/10/1968,MTL2,vs,BOS4
30/10/1968,MTL5,vs,TOR0
2/11/1968,DET1,vs,MTL2
3/11/1968,MTL2,vs,PHI3
7/11/1968,PIT4,vs,MTL5
9/11/1968,STL1,vs,MTL4
10/11/1968,MTL4,vs,DET4
14/11/1968,TOR5,vs,MTL3
16/11/1968,OAK3,vs,MTL3
17/11/1968,MTL2,vs,NYR3
20/11/1968,DET2,vs,MTL3
21/11/1968,MTL3,vs,PHI0
23/11/1968,MIN3,vs,MTL4
27/11/1968,MTL4,vs,LA2
29/11/1968,MTL4,vs,OAK5
1/12/1968,MTL3,vs,CHI1
4/12/1968,NYR4,vs,MTL2
5/12/1968,MTL2,vs,BOS2
7/12/1968,CHI3,vs,MTL6
11/12/1968,MTL4,vs,TOR4
12/12/1968,STL4,vs,MTL5
14/12/1968,PHI0,vs,MTL1
18/12/1968,LA2,vs,MTL2
21/12/1968,BOS0,vs,MTL0
22/12/1968,MTL5,vs,BOS7
26/12/1968,TOR2,vs,MTL4
28/12/1968,NYR3,vs,MTL5
29/12/1968,MTL1,vs,NYR3
31/12/1968,MTL4,vs,PIT3
02/01/1969,PIT5,vs,MTL2
04/01/1969,CHI6,vs,MTL3
05/01/1969,MTL4,vs,CHI2
07/01/1969,MTL6,vs,MIN3
09/01/1969,OAK4,vs,MTL8
11/01/1969,BOS6,vs,MTL3
15/01/1969,DET4,vs,MTL0
16/01/1969,MTL4,vs,PHI0
18/01/1969,CHI1,vs,MTL3
23/01/1969,OAK5,vs,MTL3
25/01/1969,PHI3,vs,MTL6
26/01/1969,MTL2,vs,NYR3
29/01/1969,MIN0,vs,MTL4
01/02/1969,NYR2,vs,MTL6
02/02/1969,MTL6,vs,CHI4
05/02/1969,MTL1,vs,OAK5
06/02/1969,MTL4,vs,LA2
08/02/1969,MTL6,vs,MIN3
09/02/1969,MTL4,vs,STL4
11/02/1969,LA3,vs,MTL7
13/02/1969,MTL3,vs,DET1
15/02/1969,BOS1,vs,MTL3
16/02/1969,MTL4,vs,PIT0
19/02/1969,MTL1,vs,TOR5
20/02/1969,TOR1,vs,MTL2
22/02/1969,PHI1,vs,MTL4
26/02/1969,DET2,vs,MTL7
01/03/1969,STL0,vs,MTL3
02/03/1969,MTL2,vs,DET4
06/03/1969,TOR3,vs,MTL5
08/03/1969,LA3,vs,MTL3
09/03/1969,MTL2,vs,NYR2
11/03/1969,MTL3,vs,STL0
13/03/1969,MIN4,vs,MTL4
15/03/1969,CHI1,vs,MTL3
19/03/1969,MTL5,vs,CHI2
20/03/1969,PIT3,vs,MTL5
22/03/1969,NYR1,vs,MTL3
26/03/1969,MTL4,vs,TOR6
29/03/1969,BOS3,vs,MTL5
30/03/1969,MTL3,vs,BOS6
11/10/1969,LA1,vs,MTL5
15/10/1969,MTL2,vs,TOR2
18/10/1969,NYR3,vs,MTL7
19/10/1969,MTL1,vs,PHI1
22/10/1969,STL3,vs,MTL3
25/10/1969,CHI5,vs,MTL0
26/10/1969,MTL8,vs,NYR3
29/10/1969,MTL1,vs,MIN4
30/10/1969,MTL2,vs,STL2
1/11/1969,BOS2,vs,MTL9
5/11/1969,MIN2,vs,MTL2
6/11/1969,MTL4,vs,PHI1
8/11/1969,TOR3,vs,MTL6
10/11/1969,MTL6,vs,LA3
12/11/1969,MTL5,vs,OAK0
15/11/1969,MTL3,vs,STL2
16/11/1969,MTL0,vs,CHI1
19/11/1969,DET5,vs,MTL5
22/11/1969,OAK2,vs,MTL4
23/11/1969,MTL2,vs,BOS2
26/11/1969,MTL3,vs,TOR1
29/11/1969,BOS2,vs,MTL2
4/12/1969,MTL1,vs,CHI0
6/12/1969,MIN4,vs,MTL3
7/12/1969,MTL3,vs,NYR6
10/12/1969,TOR3,vs,MTL6
13/12/1969,CHI1,vs,MTL4
14/12/1969,MTL2,vs,DET5
17/12/1969,MTL5,vs,PIT2
20/12/1969,DET3,vs,MTL2
21/12/1969,MTL5,vs,BOS2
26/12/1969,MTL3,vs,DET3
27/12/1969,PHI2,vs,MTL2
30/12/1969,STL5,vs,MTL0
31/12/1969,MTL2,vs,PIT4
03/01/1970,OAK1,vs,MTL5
06/01/1970,LA3,vs,MTL4
08/01/1970,PIT1,vs,MTL3
11/01/1970,NYR1,vs,MTL4
14/01/1970,LA2,vs,MTL4
17/01/1970,OAK3,vs,MTL0
18/01/1970,MTL3,vs,BOS6
22/01/1970,MTL4,vs,MIN2
24/01/1970,CHI1,vs,MTL4
25/01/1970,MTL4,vs,DET1
28/01/1970,MIN4,vs,MTL5
31/01/1970,BOS3,vs,MTL3
01/02/1970,MTL5,vs,PHI2
04/02/1970,MTL2,vs,OAK5
05/02/1970,MTL5,vs,LA3
07/02/1970,MTL1,vs,MIN1
08/02/1970,MTL3,vs,CHI2
11/02/1970,TOR3,vs,MTL3
14/02/1970,DET5,vs,MTL2
15/02/1970,MTL0,vs,NYR2
18/02/1970,MTL3,vs,TOR5
21/02/1970,PHI3,vs,MTL5
22/02/1970,MTL1,vs,DET0
25/02/1970,PIT2,vs,MTL3
28/02/1970,STL3,vs,MTL2
04/03/1970,MTL1,vs,PIT2
07/03/1970,DET4,vs,MTL2
08/03/1970,MTL0,vs,BOS2
11/03/1970,NYR3,vs,MTL5
14/03/1970,MTL6,vs,STL2
15/03/1970,MTL3,vs,TOR3
18/03/1970,MTL2,vs,OAK2
19/03/1970,MTL6,vs,LA1
21/03/1970,PHI0,vs,MTL2
22/03/1970,PIT4,vs,MTL5
25/03/1970,TOR2,vs,MTL5
28/03/1970,NYR1,vs,MTL1
29/03/1970,MTL1,vs,NYR4
01/04/1970,BOS3,vs,MTL6
04/04/1970,CHI4,vs,MTL1
05/04/1970,MTL2,vs,CHI10
11/10/1970,MTL2,vs,PHI1
13/10/1970,DET3,vs,MTL4
15/10/1970,MTL3,vs,BUF0
17/10/1970,CHI2,vs,MTL6
18/10/1970,MTL0,vs,NYR1
21/10/1970,MIN3,vs,MTL1
24/10/1970,PHI1,vs,MTL3
25/10/1970,MTL3,vs,DET3
28/10/1970,MTL2,vs,TOR6
31/10/1970,VAN3,vs,MTL6
4/11/1970,MTL4,vs,MIN3
7/11/1970,BUF2,vs,MTL11
8/11/1970,MTL1,vs,BOS6
11/11/1970,MTL0,vs,CAL2
14/11/1970,MTL1,vs,STL1
15/11/1970,MTL2,vs,BUF2
17/11/1970,CAL1,vs,MTL5
19/11/1970,TOR1,vs,MTL5
21/11/1970,NYR5,vs,MTL4
25/11/1970,MTL3,vs,CHI5
28/11/1970,PIT1,vs,MTL5
29/11/1970,MTL3,vs,DET5
2/12/1970,MTL3,vs,PIT3
3/12/1970,STL3,vs,MTL6
5/12/1970,BOS4,vs,MTL2
9/12/1970,MTL0,vs,TOR4
10/12/1970,MIN1,vs,MTL6
12/12/1970,LA1,vs,MTL8
16/12/1970,MTL1,vs,MIN1
18/12/1970,MTL4,vs,VAN3
20/12/1970,MTL2,vs,LA7
23/12/1970,MTL2,vs,STL2
26/12/1970,BUF4,vs,MTL4
27/12/1970,MTL4,vs,PHI2
30/12/1970,PIT3,vs,MTL3
02/01/1971,CAL3,vs,MTL5
03/01/1971,MTL5,vs,NYR6
06/01/1971,VAN3,vs,MTL7
09/01/1971,LA0,vs,MTL1
10/01/1971,PHI3,vs,MTL2
14/01/1971,MTL3,vs,MIN3
16/01/1971,BOS2,vs,MTL4
17/01/1971,MTL4,vs,BUF4
21/01/1971,MTL5,vs,PHI5
23/01/1971,DET2,vs,MTL6
24/01/1971,MTL2,vs,BOS4
27/01/1971,STL2,vs,MTL4
30/01/1971,TOR5,vs,MTL4
31/01/1971,MTL1,vs,CHI4
02/02/1971,MTL5,vs,VAN2
05/02/1971,MTL3,vs,CAL2
06/02/1971,MTL3,vs,LA6
09/02/1971,PIT1,vs,MTL4
11/02/1971,MIN2,vs,MTL6
13/02/1971,CAL2,vs,MTL5
17/02/1971,NYR0,vs,MTL3
20/02/1971,CHI1,vs,MTL7
22/02/1971,MTL3,vs,VAN3
24/02/1971,MTL5,vs,CAL2
25/02/1971,MTL5,vs,LA3
27/02/1971,STL2,vs,MTL3
03/03/1971,MTL0,vs,PIT4
06/03/1971,LA2,vs,MTL8
07/03/1971,MTL4,vs,DET1
09/03/1971,VAN3,vs,MTL3
10/03/1971,MTL1,vs,TOR2
13/03/1971,CHI4,vs,MTL1
14/03/1971,MTL5,vs,PIT1
16/03/1971,MTL2,vs,STL6
18/03/1971,TOR1,vs,MTL4
20/03/1971,BUF2,vs,MTL5
21/03/1971,MTL6,vs,NYR2
24/03/1971,PHI3,vs,MTL5
27/03/1971,DET2,vs,MTL9
28/03/1971,MTL2,vs,CHI1
31/03/1971,BOS6,vs,MTL3
03/04/1971,NYR2,vs,MTL7
04/04/1971,MTL2,vs,BOS7
09/10/1971,NYR4,vs,MTL4
14/10/1971,MTL1,vs,MIN1
16/10/1971,BUF3,vs,MTL9
17/10/1971,MTL4,vs,NYR8
20/10/1971,MTL4,vs,CAL2
22/10/1971,MTL6,vs,VAN0
23/10/1971,MTL3,vs,LA1
27/10/1971,BOS2,vs,MTL5
30/10/1971,DET0,vs,MTL3
31/10/1971,MTL3,vs,PHI5
03/11/1971,STL1,vs,MTL5
06/11/1971,CHI1,vs,MTL2
07/11/1971,MTL3,vs,BOS2
10/11/1971,MTL5,vs,TOR2
13/11/1971,MTL5,vs,MIN1
14/11/1971,MTL2,vs,BUF2
16/11/1971,CAL2,vs,MTL7
18/11/1971,STL2,vs,MTL2
20/11/1971,PHI2,vs,MTL2
24/11/1971,MTL3,vs,CHI3
27/11/1971,PIT1,vs,MTL3
28/11/1971,MTL2,vs,DET4
01/12/1971,LA3,vs,MTL5
04/12/1971,VAN0,vs,MTL7
08/12/1971,DET2,vs,MTL4
11/12/1971,MIN3,vs,MTL4
12/12/1971,MTL1,vs,PHI4
15/12/1971,MTL3,vs,LA1
17/12/1971,MTL6,vs,VAN2
19/12/1971,MTL3,vs,CAL3
22/12/1971,TOR2,vs,MTL4
25/12/1971,MTL2,vs,PIT4
26/12/1971,MTL1,vs,NYR5
29/12/1971,CAL2,vs,MTL3
01/01/1972,MTL2,vs,TOR5
02/01/1972,MTL4,vs,DET6
05/01/1972,VAN4,vs,MTL6
08/01/1972,LA2,vs,MTL10
09/01/1972,MTL2,vs,CHI5
11/01/1972,MTL3,vs,STL7
13/01/1972,PIT1,vs,MTL7
15/01/1972,BUF2,vs,MTL6
16/01/1972,MTL2,vs,BUF4
19/01/1972,TOR0,vs,MTL1
22/01/1972,BOS8,vs,MTL5
23/01/1972,MTL3,vs,PIT3
27/01/1972,MIN6,vs,MTL5
29/01/1972,STL0,vs,MTL4
01/02/1972,MTL3,vs,STL1
03/02/1972,MTL1,vs,LA1
04/02/1972,MTL2,vs,CAL2
06/02/1972,MTL4,vs,VAN2
10/02/1972,CHI1,vs,MTL7
12/02/1972,LA5,vs,MTL6
13/02/1972,MTL2,vs,BOS2
16/02/1972,CAL1,vs,MTL1
19/02/1972,PHI1,vs,MTL3
20/02/1972,MTL4,vs,BUF0
22/02/1972,NYR7,vs,MTL3
24/02/1972,MTL4,vs,MIN2
26/02/1972,DET1,vs,MTL8
27/02/1972,PIT3,vs,MTL5
01/03/1972,BUF1,vs,MTL4
04/03/1972,VAN0,vs,MTL5
05/03/1972,MTL4,vs,PHI0
08/03/1972,MTL5,vs,PIT4
09/03/1972,MTL5,vs,STL1
11/03/1972,CHI1,vs,MTL1
13/03/1972,PHI1,vs,MTL2
15/03/1972,MTL5,vs,TOR2
18/03/1972,MIN3,vs,MTL4
19/03/1972,MTL6,vs,DET7
22/03/1972,TOR3,vs,MTL3
25/03/1972,NYR3,vs,MTL3
26/03/1972,MTL4,vs,BOS5
29/03/1972,MTL5,vs,CHI5
01/04/1972,BOS2,vs,MTL6
02/04/1972,MTL6,vs,NYR5
07/10/1972,MIN0,vs,MTL3
11/10/1972,MTL2,vs,TOR2
12/10/1972,ATL0,vs,MTL3
14/10/1972,NYR1,vs,MTL6
18/10/1972,MTL4,vs,STL4
21/10/1972,VAN3,vs,MTL5
22/10/1972,MTL1,vs,NYR1
24/10/1972,MTL4,vs,NYI3
26/10/1972,STL0,vs,MTL7
28/10/1972,BUF3,vs,MTL3
29/10/1972,MTL2,vs,DET1
01/11/1972,MTL7,vs,PIT1
02/11/1972,MTL6,vs,ATL1
04/11/1972,DET4,vs,MTL2
08/11/1972,TOR2,vs,MTL5
11/11/1972,LA2,vs,MTL5
12/11/1972,MTL5,vs,BOS3
14/11/1972,MTL7,vs,NYI2
16/11/1972,PHI5,vs,MTL6
18/11/1972,CHI5,vs,MTL3
22/11/1972,MTL3,vs,LA3
24/11/1972,MTL9,vs,VAN1
26/11/1972,MTL2,vs,CHI3
29/11/1972,BOS3,vs,MTL3
02/12/1972,ATL4,vs,MTL4
03/12/1972,MTL2,vs,PHI5
06/12/1972,MIN3,vs,MTL6
09/12/1972,CAL1,vs,MTL2
10/12/1972,MTL2,vs,BUF4
13/12/1972,MTL2,vs,CAL2
15/12/1972,MTL4,vs,VAN2
16/12/1972,MTL3,vs,LA1
20/12/1972,NYI2,vs,MTL4
23/12/1972,PIT3,vs,MTL6
26/12/1972,MTL4,vs,STL1
27/12/1972,MTL2,vs,MIN3
30/12/1972,ATL1,vs,MTL1
03/01/1973,MTL8,vs,TOR4
06/01/1973,CAL0,vs,MTL5
08/01/1973,MIN3,vs,MTL3
10/01/1973,MTL6,vs,MIN0
12/01/1973,MTL3,vs,CAL3
14/01/1973,MTL3,vs,VAN0
17/01/1973,PIT4,vs,MTL6
18/01/1973,MTL5,vs,PIT2
20/01/1973,PHI3,vs,MTL6
21/01/1973,MTL3,vs,ATL2
24/01/1973,NYI1,vs,MTL6
27/01/1973,TOR2,vs,MTL4
28/01/1973,DET4,vs,MTL2
01/02/1973,MTL3,vs,STL3
03/02/1973,MTL7,vs,LA1
04/02/1973,MTL6,vs,CAL1
07/02/1973,PIT2,vs,MTL5
10/02/1973,BUF1,vs,MTL2
11/02/1973,MTL2,vs,NYR2
14/02/1973,NYR3,vs,MTL6
17/02/1973,PHI7,vs,MTL6
18/02/1973,MTL2,vs,TOR1
21/02/1973,MTL4,vs,CHI2
22/02/1973,MTL3,vs,DET3
24/02/1973,VAN3,vs,MTL7
28/02/1973,LA2,vs,MTL5
03/03/1973,BOS1,vs,MTL5
04/03/1973,MTL4,vs,BUF2
06/03/1973,MTL3,vs,NYI2
07/03/1973,TOR1,vs,MTL4
10/03/1973,DET0,vs,MTL2
11/03/1973,MTL3,vs,BOS5
14/03/1973,MTL5,vs,DET3
17/03/1973,BUF3,vs,MTL3
18/03/1973,MTL4,vs,PHI4
21/03/1973,VAN2,vs,MTL3
24/03/1973,STL4,vs,MTL11
25/03/1973,MTL5,vs,CHI6
28/03/1973,CHI3,vs,MTL4
31/03/1973,NYR1,vs,MTL5
01/04/1973,MTL5,vs,BOS3
10/10/1973,MTL5,vs,MIN2
13/10/1973,VAN3,vs,MTL4
17/10/1973,TOR5,vs,MTL3
20/10/1973,ATL4,vs,MTL2
21/10/1973,MTL3,vs,NYR2
24/10/1973,MTL3,vs,PIT2
25/10/1973,MTL4,vs,PHI0
27/10/1973,MIN2,vs,MTL4
31/10/1973,PIT1,vs,MTL1
03/11/1973,CAL2,vs,MTL6
04/11/1973,MTL1,vs,BUF1
07/11/1973,MTL4,vs,TOR1
08/11/1973,MTL1,vs,BOS2
10/11/1973,STL5,vs,MTL0
14/11/1973,BOS4,vs,MTL3
17/11/1973,BUF5,vs,MTL8
18/11/1973,MTL4,vs,DET6
21/11/1973,MTL4,vs,MIN3
24/11/1973,MTL5,vs,PIT2
25/11/1973,MTL6,vs,CHI4
28/11/1973,LA3,vs,MTL5
01/12/1973,CHI5,vs,MTL0
02/12/1973,MTL3,vs,ATL1
06/12/1973,MTL4,vs,NYI2
08/12/1973,NYI1,vs,MTL3
11/12/1973,MTL2,vs,VAN2
14/12/1973,MTL2,vs,CAL2
15/12/1973,MTL6,vs,LA2
18/12/1973,CAL1,vs,MTL4
20/12/1973,MTL2,vs,BUF2
22/12/1973,BUF1,vs,MTL7
23/12/1973,MTL1,vs,NYI1
26/12/1973,MTL2,vs,TOR9
29/12/1973,NYR1,vs,MTL7
02/01/1974,MTL4,vs,STL8
05/01/1974,VAN3,vs,MTL5
07/01/1974,PHI1,vs,MTL2
10/01/1974,NYI3,vs,MTL8
12/01/1974,MTL7,vs,BOS3
15/01/1974,LA2,vs,MTL1
17/01/1974,MIN1,vs,MTL6
19/01/1974,BOS8,vs,MTL0
20/01/1974,MTL3,vs,DET2
23/01/1974,TOR3,vs,MTL4
24/01/1974,MTL4,vs,BUF1
26/01/1974,CHI1,vs,MTL4
01/02/1974,MTL3,vs,ATL5
03/02/1974,MTL4,vs,DET1
05/02/1974,MTL3,vs,STL2
06/02/1974,MTL3,vs,MIN4
09/02/1974,NYR2,vs,MTL7
10/02/1974,MTL1,vs,PHI3
13/02/1974,ATL3,vs,MTL2
15/02/1974,DET4,vs,MTL9
17/02/1974,PHI2,vs,MTL2
19/02/1974,MTL3,vs,NYI5
21/02/1974,VAN2,vs,MTL5
23/02/1974,LA4,vs,MTL4
24/02/1974,STL2,vs,MTL3
26/02/1974,MTL6,vs,ATL5
28/02/1974,PIT1,vs,MTL7
02/03/1974,CAL4,vs,MTL3
03/03/1974,MTL0,vs,PHI6
06/03/1974,MTL2,vs,NYR9
09/03/1974,NYR2,vs,MTL4
10/03/1974,MTL5,vs,PIT4
13/03/1974,MTL3,vs,CHI3
16/03/1974,CHI3,vs,MTL1
17/03/1974,NYI2,vs,MTL4
20/03/1974,DET7,vs,MTL6
23/03/1974,STL3,vs,MTL7
24/03/1974,MTL3,vs,BOS6
26/03/1974,MTL4,vs,VAN3
29/03/1974,MTL4,vs,CAL3
30/03/1974,MTL5,vs,LA2
03/04/1974,TOR5,vs,MTL3
06/04/1974,BOS2,vs,MTL6
07/04/1974,MTL4,vs,NYR6
09/10/1974,NYI5,vs,MTL5
12/10/1974,LA4,vs,MTL4
15/10/1974,MTL3,vs,NYI6
17/10/1974,MTL2,vs,STL3
19/10/1974,CAL1,vs,MTL5
20/10/1974,MTL2,vs,PHI2
23/10/1974,MTL3,vs,TOR2
26/10/1974,DET2,vs,MTL4
27/10/1974,MTL2,vs,BUF3
30/10/1974,CHI4,vs,MTL4
31/10/1974,MTL3,vs,WAS0
02/11/1974,PHI3,vs,MTL0
04/11/1974,MIN1,vs,MTL6
06/11/1974,MTL4,vs,DET4
09/11/1974,VAN3,vs,MTL4
10/11/1974,MTL11,vs,WAS1
13/11/1974,BUF8,vs,MTL6
14/11/1974,MTL4,vs,BOS1
16/11/1974,NYR4,vs,MTL4
18/11/1974,MIN4,vs,MTL9
20/11/1974,MTL3,vs,LA3
22/11/1974,MTL7,vs,KC6
24/11/1974,MTL4,vs,BUF6
27/11/1974,MTL3,vs,PIT2
30/11/1974,STL1,vs,MTL7
02/12/1974,ATL0,vs,MTL2
04/12/1974,BOS4,vs,MTL4
07/12/1974,PIT2,vs,MTL5
08/12/1974,MTL3,vs,NYR3
10/12/1974,MTL5,vs,MIN3
12/12/1974,MTL3,vs,PIT3
14/12/1974,CAL3,vs,MTL5
18/12/1974,MTL4,vs,CAL3
20/12/1974,MTL6,vs,VAN1
21/12/1974,MTL2,vs,LA2
27/12/1974,DET1,vs,MTL7
28/12/1974,KC2,vs,MTL7
02/01/1975,MTL1,vs,ATL1
04/01/1975,WAS0,vs,MTL10
05/01/1975,MTL6,vs,CHI4
08/01/1975,MTL4,vs,DET4
11/01/1975,PHI0,vs,MTL6
12/01/1975,MTL7,vs,WAS2
15/01/1975,BOS3,vs,MTL5
18/01/1975,TOR5,vs,MTL3
19/01/1975,LA6,vs,MTL3
23/01/1975,MTL7,vs,MIN0
25/01/1975,BUF7,vs,MTL6
26/01/1975,PIT2,vs,MTL7
28/01/1975,MTL3,vs,VAN1
01/02/1975,MTL5,vs,LA3
02/02/1975,MTL5,vs,CAL1
05/02/1975,DET5,vs,MTL8
08/02/1975,NYR1,vs,MTL7
09/02/1975,MTL4,vs,BUF4
12/02/1975,MTL2,vs,TOR2
15/02/1975,CHI3,vs,MTL12
16/02/1975,MTL6,vs,CHI3
18/02/1975,MTL4,vs,STL4
20/02/1975,MTL6,vs,KC3
22/02/1975,NYI7,vs,MTL6
26/02/1975,VAN3,vs,MTL4
01/03/1975,STL4,vs,MTL3
03/03/1975,CAL2,vs,MTL4
05/03/1975,MTL4,vs,ATL3
07/03/1975,WAS4,vs,MTL8
09/03/1975,MTL5,vs,NYR3
12/03/1975,MTL3,vs,TOR3
15/03/1975,LA0,vs,MTL3
17/03/1975,ATL1,vs,MTL5
19/03/1975,BOS1,vs,MTL2
22/03/1975,TOR6,vs,MTL4
23/03/1975,MTL1,vs,PHI2
25/03/1975,MTL3,vs,NYI3
26/03/1975,MTL4,vs,PIT6
29/03/1975,KC1,vs,MTL4
30/03/1975,MTL2,vs,BOS2
02/04/1975,PIT0,vs,MTL6
05/04/1975,WAS2,vs,MTL10
06/04/1975,MTL4,vs,DET2
08/10/1975,LA0,vs,MTL9
09/10/1975,MTL9,vs,BOS4
11/10/1975,STL2,vs,MTL7
14/10/1975,MTL3,vs,NYI5
18/10/1975,PHI2,vs,MTL2
21/10/1975,MTL7,vs,PIT1
22/10/1975,MTL4,vs,DET1
25/10/1975,BOS2,vs,MTL6
27/10/1975,NYI4,vs,MTL4
29/10/1975,MTL1,vs,CHI2
01/11/1975,NYR0,vs,MTL4
03/11/1975,BUF2,vs,MTL3
05/11/1975,MTL3,vs,ATL1
08/11/1975,DET0,vs,MTL5
09/11/1975,MTL1,vs,BUF5
11/11/1975,MIN0,vs,MTL6
13/11/1975,MTL5,vs,PIT4
15/11/1975,CHI4,vs,MTL4
16/11/1975,MTL1,vs,PHI3
19/11/1975,MTL6,vs,MIN0
22/11/1975,MTL4,vs,TOR2
25/11/1975,MTL4,vs,ATL0
27/11/1975,MTL2,vs,NYI1
29/11/1975,VAN4,vs,MTL6
30/11/1975,NYI2,vs,MTL3
03/12/1975,MTL5,vs,KC6
04/12/1975,MTL4,vs,STL1
06/12/1975,WAS3,vs,MTL9
07/12/1975,MTL2,vs,BOS2
10/12/1975,TOR3,vs,MTL3
13/12/1975,KC1,vs,MTL4
14/12/1975,PIT4,vs,MTL7
17/12/1975,MTL2,vs,LA1
20/12/1975,MTL2,vs,VAN2
21/12/1975,MTL2,vs,CAL1
27/12/1975,MIN1,vs,MTL2
29/12/1975,MTL6,vs,WAS0
03/01/1976,WAS0,vs,MTL7
05/01/1976,BUF4,vs,MTL2
07/01/1976,MTL2,vs,MIN1
10/01/1976,DET1,vs,MTL7
11/01/1976,TOR0,vs,MTL2
13/01/1976,MTL3,vs,WAS2
17/01/1976,LA2,vs,MTL4
18/01/1976,ATL2,vs,MTL4
22/01/1976,MTL4,vs,PIT3
24/01/1976,PHI3,vs,MTL5
25/01/1976,MTL3,vs,DET3
27/01/1976,MTL2,vs,VAN2
30/01/1976,MTL5,vs,CAL4
31/01/1976,MTL3,vs,LA7
04/02/1976,CHI3,vs,MTL8
06/02/1976,CAL1,vs,MTL7
08/02/1976,MTL3,vs,NYR0
10/02/1976,STL1,vs,MTL6
12/02/1976,VAN6,vs,MTL4
14/02/1976,LA2,vs,MTL2
15/02/1976,MTL1,vs,PHI2
18/02/1976,MTL7,vs,TOR5
20/02/1976,NYR3,vs,MTL5
22/02/1976,MTL4,vs,BUF2
24/02/1976,MTL6,vs,STL2
25/02/1976,MTL3,vs,KC1
28/02/1976,ATL2,vs,MTL3
29/02/1976,MTL1,vs,NYR1
03/03/1976,CAL2,vs,MTL4
06/03/1976,BUF2,vs,MTL3
07/03/1976,MTL6,vs,DET1
10/03/1976,MTL5,vs,CHI1
13/03/1976,BOS2,vs,MTL4
14/03/1976,WAS1,vs,MTL5
16/03/1976,PIT4,vs,MTL5
19/03/1976,MTL4,vs,CAL1
20/03/1976,MTL3,vs,LA4
24/03/1976,TOR2,vs,MTL1
27/03/1976,KC2,vs,MTL8
28/03/1976,MTL2,vs,BOS2
31/03/1976,PIT3,vs,MTL7
03/04/1976,DET3,vs,MTL6
04/04/1976,MTL4,vs,WAS3
07/10/1976,PIT1,vs,MTL10
09/10/1976,VAN0,vs,MTL3
10/10/1976,MTL1,vs,BUF3
12/10/1976,MTL4,vs,DET2
14/10/1976,MTL7,vs,PHI1
16/10/1976,NYR4,vs,MTL7
17/10/1976,MTL3,vs,BOS5
19/10/1976,MTL6,vs,WAS0
21/10/1976,TOR3,vs,MTL5
23/10/1976,MTL9,vs,PIT1
25/10/1976,NYI1,vs,MTL4
27/10/1976,MTL4,vs,CHI4
30/10/1976,BOS4,vs,MTL3
01/11/1976,BUF2,vs,MTL3
03/11/1976,MTL5,vs,MIN2
06/11/1976,CHI3,vs,MTL11
09/11/1976,MTL8,vs,STL1
10/11/1976,MTL2,vs,ATL2
13/11/1976,COL3,vs,MTL3
15/11/1976,STL2,vs,MTL4
17/11/1976,MTL0,vs,TOR1
19/11/1976,MIN3,vs,MTL6
21/11/1976,TOR5,vs,MTL9
23/11/1976,MTL5,vs,NYI1
24/11/1976,MTL8,vs,CLE1
27/11/1976,MTL4,vs,LA3
02/12/1976,LA3,vs,MTL3
04/12/1976,PIT1,vs,MTL3
06/12/1976,CLE0,vs,MTL1
08/12/1976,MTL4,vs,CHI3
11/12/1976,DET0,vs,MTL5
12/12/1976,MTL2,vs,NYR5
15/12/1976,MTL8,vs,COL2
18/12/1976,MTL2,vs,LA0
